Timestamp,Orientation,Inclination,Time_of_day,Date
343279887.87,4.57,50.74,22:31:27,
343279889.87,4.57,50.74,22:31:29,
343279891.88,4.57,50.74,22:31:31,
343279893.88,4.48,51.98,22:31:33,
343279895.88,4.57,50.74,22:31:35,
343279897.88,4.57,50.74,22:31:37,
343279899.88,4.57,50.06,22:31:39,
343279901.89,3.43,50.70,22:31:41,
343279903.89,4.57,50.74,22:31:43,
343279905.89,3.37,51.25,22:31:45,
343279907.89,3.37,51.94,22:31:47,
343279909.89,4.57,50.74,22:31:49,
343279911.90,3.43,50.70,22:31:51,
343279913.90,4.48,51.98,22:31:53,
343279915.90,4.48,51.29,22:31:55,
343279917.90,4.40,51.83,22:31:57,
343279919.90,4.48,51.29,22:31:59,
343279921.90,4.57,50.74,22:32:01,2011-11-17
343279923.91,4.48,51.29,22:32:03,
343279925.91,4.57,50.74,22:32:05,
343279927.91,4.57,50.74,22:32:07,
343279929.91,3.37,51.94,22:32:09,
343279931.91,3.37,51.94,22:32:11,
343279933.92,4.48,51.29,22:32:13,
343279935.92,4.57,50.74,22:32:15,
343279937.92,3.37,51.94,22:32:17,
343279939.92,3.37,51.25,22:32:19,
343279941.92,3.37,51.94,22:32:21,
343279943.92,3.43,51.39,22:32:23,
343279945.93,4.48,51.29,22:32:25,
343279947.93,3.43,50.70,22:32:27,
343279949.93,4.48,51.29,22:32:29,
343279951.93,4.48,51.29,22:32:31,
343279953.93,3.37,51.25,22:32:33,
343279955.94,3.37,51.25,22:32:35,
343279957.94,3.37,51.25,22:32:37,
343279959.94,4.48,51.29,22:32:39,
343279961.94,4.48,51.29,22:32:41,
343279963.94,4.48,51.29,22:32:43,
343279965.95,3.37,51.94,22:32:45,
343279967.95,4.48,51.29,22:32:47,
343279969.95,4.48,51.29,22:32:49,
343279971.95,4.48,51.29,22:32:51,
343279973.95,3.43,50.70,22:32:53,
343279975.95,4.48,51.29,22:32:55,
343279977.96,4.48,51.29,22:32:57,
343279979.96,4.57,50.74,22:32:59,
343279981.96,4.48,51.29,22:33:01,2011-11-17
343279983.96,3.37,51.94,22:33:03,
343279985.96,4.57,50.74,22:33:05,
343279987.97,3.37,51.25,22:33:07,
343279989.97,4.48,51.29,22:33:09,
343279991.97,3.37,51.25,22:33:11,
343279993.97,4.48,51.29,22:33:13,
343279995.97,4.48,51.98,22:33:15,
343279997.97,4.48,51.29,22:33:17,
343279999.98,4.57,51.43,22:33:19,
343280001.98,4.57,50.74,22:33:21,
343280003.98,5.60,50.66,22:33:23,
343280005.98,3.37,51.94,22:33:25,
343280007.98,4.48,51.29,22:33:27,
343280009.99,4.48,51.98,22:33:29,
343280011.99,4.48,51.29,22:33:31,
343280013.99,4.48,51.29,22:33:33,
343280015.99,3.43,50.70,22:33:35,
343280017.99,3.37,51.25,22:33:37,
343280020.00,4.48,51.29,22:33:39,
343280022.00,4.48,51.29,22:33:41,
343280024.00,4.57,50.74,22:33:43,
343280026.00,3.43,51.39,22:33:46,
343280028.00,3.43,50.70,22:33:48,
343280030.00,3.37,51.25,22:33:50,
343280032.01,4.48,51.29,22:33:52,
343280034.01,5.60,50.66,22:33:54,
343280036.01,3.37,51.25,22:33:56,
343280038.01,3.43,50.70,22:33:58,
343280040.01,3.43,50.70,22:34:00,2011-11-17
343280042.02,3.37,51.94,22:34:02,
343280044.02,3.37,51.25,22:34:04,
343280046.02,4.48,51.98,22:34:06,
343280048.02,4.40,52.51,22:34:08,
343280050.02,3.30,54.61,22:34:10,
343280052.02,4.57,50.74,22:34:12,
343280054.03,4.48,51.98,22:34:14,
343280056.03,3.37,51.94,22:34:16,
343280058.03,4.48,51.29,22:34:18,
343280060.03,3.37,51.94,22:34:20,
343280062.03,3.43,50.70,22:34:22,
343280064.04,3.37,51.25,22:34:24,
343280066.04,4.48,51.29,22:34:26,
343280068.04,3.37,51.25,22:34:28,
343280070.04,4.48,51.98,22:34:30,
343280072.04,3.37,51.94,22:34:32,
343280074.05,4.57,50.74,22:34:34,
343280076.05,4.57,50.74,22:34:36,
343280078.05,4.57,51.43,22:34:38,
343280080.05,3.37,51.25,22:34:40,
343280082.05,4.48,51.29,22:34:42,
343280084.05,4.48,51.29,22:34:44,
343280086.06,3.37,51.94,22:34:46,
343280088.06,4.48,51.29,22:34:48,
343280090.06,4.48,51.29,22:34:50,
343280092.06,4.48,51.29,22:34:52,
343280094.06,4.48,51.98,22:34:54,
343280096.07,4.57,50.74,22:34:56,
343280098.07,3.43,50.70,22:34:58,
343280100.07,4.48,51.29,22:35:00,2011-11-17
343280102.07,3.43,50.70,22:35:02,
343280104.07,3.30,51.79,22:35:04,
343280106.08,4.57,51.43,22:35:06,
343280108.08,3.30,51.79,22:35:08,
343280110.08,4.48,51.29,22:35:10,
343280112.08,4.48,51.29,22:35:12,
343280114.08,4.48,51.29,22:35:14,
343280116.08,4.48,51.29,22:35:16,
343280118.09,3.43,50.70,22:35:18,
343280120.09,3.37,51.25,22:35:20,
343280122.09,4.40,51.83,22:35:22,
343280124.09,4.48,51.29,22:35:24,
343280126.09,3.37,51.94,22:35:26,
343280128.10,4.48,51.98,22:35:28,
343280130.10,3.43,50.70,22:35:30,
343280132.10,4.40,51.83,22:35:32,
343280134.10,4.57,50.74,22:35:34,
343280136.10,4.40,52.51,22:35:36,
343280138.10,4.48,51.29,22:35:38,
343280140.11,4.48,51.29,22:35:40,
343280142.11,4.48,51.29,22:35:42,
343280144.11,4.57,50.74,22:35:44,
343280146.11,4.48,51.98,22:35:46,
343280148.11,3.43,50.70,22:35:48,
343280150.12,3.37,51.94,22:35:50,
343280152.12,4.57,50.74,22:35:52,
343280154.12,3.37,51.25,22:35:54,
343280156.12,4.48,51.29,22:35:56,
343280158.12,3.37,51.25,22:35:58,
343280160.13,3.37,51.94,22:36:00,2011-11-17
343280162.13,4.48,51.98,22:36:02,
343280164.13,3.43,51.39,22:36:04,
343280166.13,3.37,51.94,22:36:06,
343280168.13,4.48,51.29,22:36:08,
343280170.14,3.37,51.25,22:36:10,
343280172.14,4.48,51.29,22:36:12,
343280174.14,3.37,51.94,22:36:14,
343280176.14,4.48,51.98,22:36:16,
343280178.14,2.20,51.77,22:36:18,
343280180.15,4.57,51.43,22:36:20,
343280182.15,3.37,51.94,22:36:22,
343280184.15,4.57,50.74,22:36:24,
343280186.15,4.48,51.29,22:36:26,
343280188.15,3.37,51.25,22:36:28,
343280190.16,4.57,51.43,22:36:30,
343280192.16,4.48,51.98,22:36:32,
343280194.16,4.57,50.74,22:36:34,
343280196.16,4.57,51.43,22:36:36,
343280198.17,4.48,51.29,22:36:38,
343280200.17,3.43,50.70,22:36:40,
343280202.17,3.37,51.94,22:36:42,
343280204.17,4.48,51.29,22:36:44,
343280206.17,4.48,51.29,22:36:46,
343280208.18,4.57,51.43,22:36:48,
343280210.18,4.67,50.17,22:36:50,
343280212.18,4.57,50.74,22:36:52,
343280214.18,3.37,51.94,22:36:54,
343280216.19,3.37,51.25,22:36:56,
343280218.19,3.37,51.25,22:36:58,
343280220.19,3.37,51.25,22:37:00,2011-11-17
343280222.19,4.48,51.29,22:37:02,
343280224.19,4.40,51.83,22:37:04,
343280226.20,2.25,51.22,22:37:06,
343280228.20,4.57,50.74,22:37:08,
343280230.20,4.48,51.29,22:37:10,
343280232.20,4.48,51.29,22:37:12,
343280234.20,3.37,51.25,22:37:14,
343280236.21,4.48,51.29,22:37:16,
343280238.21,3.37,51.25,22:37:18,
343280240.21,3.37,51.94,22:37:20,
343280242.21,3.37,51.25,22:37:22,
343280244.21,3.37,51.94,22:37:24,
343280246.22,3.37,51.25,22:37:26,
343280248.22,4.48,51.98,22:37:28,
343280250.22,4.48,51.98,22:37:30,
343280252.22,4.57,50.74,22:37:32,
343280254.23,3.37,51.94,22:37:34,
343280256.23,4.48,51.29,22:37:36,
343280258.23,3.37,51.25,22:37:38,
343280260.23,4.57,50.74,22:37:40,
343280262.23,3.37,51.25,22:37:42,
343280264.24,3.37,51.94,22:37:44,
343280266.24,5.71,50.79,22:37:46,
343280268.24,3.37,51.25,22:37:48,
343280270.24,3.37,51.25,22:37:50,
343280272.24,4.48,51.29,22:37:52,
343280274.25,3.37,51.94,22:37:54,
343280276.25,5.71,50.79,22:37:56,
343280278.25,3.37,51.94,22:37:58,
343280280.25,4.57,51.43,22:38:00,2011-11-17
343280282.25,4.48,51.29,22:38:02,
343280284.26,2.29,50.67,22:38:04,
343280286.26,3.43,50.70,22:38:06,
343280288.26,3.43,51.39,22:38:08,
343280290.26,4.48,51.29,22:38:10,
343280292.27,4.57,50.74,22:38:12,
343280294.27,4.57,50.74,22:38:14,
343280296.27,3.30,51.79,22:38:16,
343280298.27,4.57,50.74,22:38:18,
343280300.27,4.48,51.98,22:38:20,
343280302.28,4.48,51.98,22:38:22,
343280304.28,4.57,50.74,22:38:24,
343280306.28,3.37,51.94,22:38:26,
343280308.28,3.37,51.94,22:38:28,
343280310.28,3.43,50.70,22:38:30,
343280312.29,4.48,51.29,22:38:32,
343280314.29,3.37,51.94,22:38:34,
343280316.29,5.60,52.03,22:38:36,
343280318.29,3.37,51.25,22:38:38,
343280320.30,3.43,50.70,22:38:40,
343280322.30,3.43,50.70,22:38:42,
343280324.30,4.57,51.43,22:38:44,
343280326.30,3.37,51.25,22:38:46,
343280328.30,3.37,51.94,22:38:48,
343280330.31,4.48,51.98,22:38:50,
343280332.31,3.37,51.25,22:38:52,
343280334.31,4.48,51.29,22:38:54,
343280336.31,4.48,51.29,22:38:56,
343280338.31,4.57,50.74,22:38:58,
343280340.32,4.48,51.98,22:39:00,2011-11-17
343280342.32,4.57,50.74,22:39:02,
343280344.32,4.48,51.98,22:39:04,
343280346.32,4.57,50.74,22:39:06,
343280348.32,3.37,51.25,22:39:08,
343280350.33,4.48,51.98,22:39:10,
343280352.33,4.48,51.29,22:39:12,
343280354.33,3.37,51.25,22:39:14,
343280356.33,3.43,51.39,22:39:16,
343280358.34,4.48,51.29,22:39:18,
343280360.34,3.37,51.25,22:39:20,
343280362.34,4.48,51.98,22:39:22,
343280364.34,4.48,51.98,22:39:24,
343280366.34,4.57,50.74,22:39:26,
343280368.35,2.25,52.62,22:39:28,
343280370.35,70.62,81.07,22:39:30,
343280372.35,64.65,85.47,22:39:32,
343280374.35,69.44,93.83,22:39:34,
343280376.35,49.30,84.80,22:39:36,
343280378.36,73.30,85.44,22:39:38,
343280380.36,63.85,86.26,22:39:40,
343280382.36,56.56,82.82,22:39:42,
343280384.36,82.87,86.96,22:39:44,
343280386.37,69.23,85.39,22:39:46,
343280388.37,69.23,85.39,22:39:48,
343280390.37,69.55,86.37,22:39:50,
343280392.37,68.55,85.25,22:39:52,
343280394.37,67.17,85.38,22:39:54,
343280396.38,69.23,85.39,22:39:56,
343280398.38,68.03,86.28,22:39:58,
343280400.38,68.90,86.25,22:40:00,2011-11-17
343280402.38,68.03,85.35,22:40:02,
343280404.38,69.23,85.39,22:40:04,
343280406.38,68.55,85.25,22:40:06,
343280408.39,69.23,85.39,22:40:08,
343280410.39,68.37,85.42,22:40:10,
343280412.39,69.23,86.31,22:40:12,
343280414.39,69.23,85.39,22:40:14,
343280416.39,68.90,85.32,22:40:16,
343280418.40,69.23,85.39,22:40:18,
343280420.40,69.23,85.39,22:40:20,
343280422.40,69.23,85.39,22:40:22,
343280424.40,69.23,85.39,22:40:24,
343280426.41,69.55,85.46,22:40:26,
343280428.41,68.37,86.33,22:40:28,
343280430.41,68.90,85.32,22:40:30,
343280432.41,68.90,86.25,22:40:32,
343280434.41,69.23,86.31,22:40:34,
343280436.42,68.03,86.28,22:40:36,
343280438.42,69.23,85.39,22:40:38,
343280440.42,69.23,85.39,22:40:40,
343280442.42,68.37,86.33,22:40:42,
343280444.43,68.37,85.42,22:40:44,
343280446.43,68.03,86.28,22:40:46,
343280448.43,68.90,85.32,22:40:48,
343280450.43,68.55,85.25,22:40:50,
343280452.43,68.90,85.32,22:40:52,
343280454.44,68.03,85.35,22:40:54,
343280456.44,68.37,85.42,22:40:56,
343280458.44,68.90,85.32,22:40:58,
343280460.44,69.23,86.31,22:41:00,2011-11-17
343280462.44,69.23,85.39,22:41:02,
343280464.45,68.37,85.42,22:41:04,
343280466.45,69.23,86.31,22:41:06,
343280468.45,68.90,86.25,22:41:08,
343280470.45,69.23,85.39,22:41:10,
343280472.45,68.37,86.33,22:41:12,
343280474.46,68.90,86.25,22:41:14,
343280476.46,68.03,85.35,22:41:16,
343280478.46,68.37,86.33,22:41:18,
343280480.46,68.90,86.25,22:41:20,
343280482.47,68.37,86.33,22:41:22,
343280484.47,68.37,85.42,22:41:24,
343280486.47,68.03,85.35,22:41:26,
343280488.47,67.86,85.51,22:41:28,
343280490.47,68.37,87.25,22:41:30,
343280492.48,68.37,86.33,22:41:32,
343280494.48,68.03,86.28,22:41:34,
343280496.48,68.37,85.42,22:41:36,
343280498.48,68.90,85.32,22:41:38,
343280500.49,68.37,85.42,22:41:40,
343280502.49,69.23,86.31,22:41:42,
343280504.49,68.90,85.32,22:41:44,
343280506.49,69.23,85.39,22:41:46,
343280508.49,68.03,86.28,22:41:48,
343280510.50,68.37,86.33,22:41:50,
343280512.50,68.03,86.28,22:41:52,
343280514.50,68.90,86.25,22:41:54,
343280516.50,69.23,85.39,22:41:56,
343280518.50,69.23,86.31,22:41:58,
343280520.51,69.23,85.39,22:42:00,2011-11-17
343280522.51,70.97,85.34,22:42:02,
343280524.51,68.37,86.33,22:42:04,
343280526.51,68.37,85.42,22:42:06,
343280528.51,55.54,83.54,22:42:08,
343280530.52,62.93,71.41,22:42:10,
343280532.52,-2.39,24.79,22:42:12,
343280534.52,4.09,13.17,22:42:14,
343280536.52,4.40,12.07,22:42:16,
343280538.52,4.09,13.17,22:42:18,
343280540.53,4.40,12.26,22:42:20,
343280542.53,-0.00,13.13,22:42:22,
343280544.53,3.81,14.07,22:42:24,
343280546.53,-4.09,13.17,22:42:26,
343280548.54,4.40,12.46,22:42:28,
343280550.54,-0.00,12.43,22:42:30,
343280552.54,-3.81,14.07,22:42:32,
343280554.54,4.09,12.96,22:42:34,
343280556.54,4.09,13.17,22:42:36,
343280558.55,11.98,49.32,22:42:38,
343280560.55,5.44,77.53,22:42:40,
343280562.55,5.36,77.71,22:42:42,
343280564.55,6.34,77.55,22:42:44,
343280566.55,6.24,77.73,22:42:46,
343280568.56,7.13,78.60,22:42:48,
343280570.56,6.34,78.41,22:42:50,
343280572.56,5.27,77.89,22:42:52,
343280574.56,6.34,77.55,22:42:54,
343280576.56,6.24,77.73,22:42:56,
343280578.56,6.34,77.55,22:42:58,
343280580.57,6.24,77.73,22:43:00,2011-11-17
343280582.57,5.44,77.53,22:43:02,
343280584.57,5.36,77.71,22:43:04,
343280586.57,6.24,77.73,22:43:06,
343280588.57,5.44,78.39,22:43:08,
343280590.58,6.34,77.55,22:43:10,
343280592.58,6.34,77.55,22:43:12,
343280594.58,6.24,78.58,22:43:14,
343280596.58,5.44,77.53,22:43:16,
343280598.58,6.24,77.73,22:43:18,
343280600.59,6.24,77.73,22:43:20,
343280602.59,6.34,77.55,22:43:22,
343280604.59,5.44,77.53,22:43:24,
343280606.59,5.36,77.71,22:43:26,
343280608.59,6.34,77.55,22:43:28,
343280610.60,6.24,77.73,22:43:30,
343280612.60,5.44,77.53,22:43:32,
343280614.60,6.44,77.35,22:43:34,
343280616.60,6.34,77.55,22:43:36,
343280618.60,5.36,77.71,22:43:38,
343280620.60,5.36,77.71,22:43:40,
343280622.61,5.44,78.39,22:43:42,
343280624.61,6.34,77.55,22:43:44,
343280626.61,5.44,77.53,22:43:46,
343280628.61,5.44,77.53,22:43:48,
343280630.61,5.44,77.53,22:43:50,
343280632.62,5.36,77.71,22:43:52,
343280634.62,6.34,76.69,22:43:54,
343280636.62,6.24,77.73,22:43:56,
343280638.62,6.34,77.55,22:43:58,
343280640.62,5.27,77.89,22:44:00,2011-11-17
343280642.62,5.44,78.39,22:44:02,
343280644.63,6.34,77.55,22:44:04,
343280646.63,6.34,77.55,22:44:06,
343280648.63,6.24,77.73,22:44:08,
343280650.63,5.36,77.71,22:44:10,
343280652.63,6.24,78.58,22:44:12,
343280654.64,5.36,77.71,22:44:14,
343280656.64,5.44,77.53,22:44:16,
343280658.64,5.36,78.57,22:44:18,
343280660.64,5.44,77.53,22:44:20,
343280662.64,6.34,77.55,22:44:22,
343280664.65,5.53,77.33,22:44:24,
343280666.65,5.27,78.74,22:44:26,
343280668.65,6.34,77.55,22:44:28,
343280670.65,6.24,77.73,22:44:30,
343280672.65,6.44,77.35,22:44:32,
343280674.65,6.34,78.41,22:44:34,
343280676.66,5.36,77.71,22:44:36,
343280678.66,6.34,78.41,22:44:38,
343280680.66,5.36,78.57,22:44:40,
343280682.66,5.36,78.57,22:44:42,
343280684.66,6.34,78.41,22:44:44,
343280686.67,5.36,77.71,22:44:46,
343280688.67,6.24,77.73,22:44:48,
343280690.67,6.34,77.55,22:44:50,
343280692.67,5.44,77.53,22:44:52,
343280694.67,6.24,77.73,22:44:54,
343280696.68,6.34,77.55,22:44:56,
343280698.68,6.24,77.73,22:44:58,
343280700.68,5.36,77.71,22:45:00,2011-11-17
343280702.68,6.34,78.41,22:45:02,
343280704.68,6.24,77.73,22:45:04,
343280706.69,5.44,78.39,22:45:06,
343280708.69,5.27,78.74,22:45:08,
343280710.69,6.34,78.41,22:45:10,
343280712.69,6.34,77.55,22:45:12,
343280714.69,6.24,77.73,22:45:14,
343280716.70,6.34,78.41,22:45:16,
343280718.70,6.24,77.73,22:45:18,
343280720.70,5.36,78.57,22:45:20,
343280722.70,5.44,78.39,22:45:22,
343280724.70,6.24,78.58,22:45:24,
343280726.71,5.44,78.39,22:45:26,
343280728.71,6.24,77.73,22:45:28,
343280730.71,5.44,77.53,22:45:30,
343280732.71,6.34,78.41,22:45:32,
343280734.71,5.44,77.53,22:45:34,
343280736.71,6.24,78.58,22:45:36,
343280738.72,6.24,77.73,22:45:38,
343280740.72,5.44,77.53,22:45:40,
343280742.72,6.34,77.55,22:45:42,
343280744.72,5.36,77.71,22:45:44,
343280746.72,6.24,77.73,22:45:46,
343280748.73,6.34,77.55,22:45:48,
343280750.73,5.44,77.53,22:45:50,
343280752.73,6.24,78.58,22:45:52,
343280754.73,5.44,77.53,22:45:54,
343280756.73,6.24,77.73,22:45:56,
343280758.74,6.34,77.55,22:45:58,
343280760.74,6.34,77.55,22:46:00,2011-11-17
343280762.74,6.34,77.55,22:46:02,
343280764.74,6.34,78.41,22:46:04,
343280766.74,6.34,78.41,22:46:06,
343280768.74,6.24,77.73,22:46:08,
343280770.75,6.34,77.55,22:46:10,
343280772.75,5.44,78.39,22:46:12,
343280774.75,6.34,77.55,22:46:14,
343280776.75,6.34,74.99,22:46:16,
343280778.75,6.24,78.58,22:46:18,
343280780.76,6.24,77.73,22:46:20,
343280782.76,6.34,77.55,22:46:22,
343280784.76,6.34,77.55,22:46:24,
343280786.76,6.34,78.41,22:46:26,
343280788.76,6.34,77.55,22:46:28,
343280790.76,6.44,76.48,22:46:30,
343280792.77,6.34,78.41,22:46:32,
343280794.77,6.24,77.73,22:46:34,
343280796.77,5.44,77.53,22:46:36,
343280798.77,6.34,77.55,22:46:38,
343280800.77,5.44,77.53,22:46:40,
343280802.78,6.34,77.55,22:46:42,
343280804.78,6.24,77.73,22:46:44,
343280806.78,5.44,78.39,22:46:46,
343280808.78,6.44,77.35,22:46:48,
343280810.78,6.34,78.41,22:46:50,
343280812.79,5.44,77.53,22:46:52,
343280814.79,6.24,77.73,22:46:54,
343280816.79,5.36,77.71,22:46:56,
343280818.79,6.15,79.60,22:46:58,
343280820.79,6.34,77.55,22:47:00,2011-11-17
343280822.79,6.24,77.73,22:47:02,
343280824.80,6.24,77.73,22:47:04,
343280826.80,6.34,78.41,22:47:06,
343280828.80,5.44,78.39,22:47:08,
343280830.80,6.34,78.41,22:47:10,
343280832.80,5.36,77.71,22:47:12,
343280834.81,6.34,77.55,22:47:14,
343280836.81,6.34,77.55,22:47:16,
343280838.81,6.34,78.41,22:47:18,
343280840.81,5.36,78.57,22:47:20,
343280842.81,5.36,78.57,22:47:22,
343280844.82,5.44,78.39,22:47:24,
343280846.82,5.36,77.71,22:47:26,
343280848.82,6.34,77.55,22:47:28,
343280850.82,6.24,78.58,22:47:30,
343280852.82,6.24,77.73,22:47:32,
343280854.82,6.34,77.55,22:47:34,
343280856.83,5.44,78.39,22:47:36,
343280858.83,7.47,77.18,22:47:38,
343280860.83,5.44,78.39,22:47:40,
343280862.83,5.44,77.53,22:47:42,
343280864.83,6.24,78.58,22:47:44,
343280866.84,5.36,78.57,22:47:46,
343280868.84,6.24,77.73,22:47:48,
343280870.84,6.34,77.55,22:47:50,
343280872.84,5.44,77.53,22:47:52,
343280874.84,5.36,77.71,22:47:54,
343280876.85,5.36,77.71,22:47:56,
343280878.85,5.44,78.39,22:47:58,
343280880.85,6.34,78.41,22:48:00,2011-11-17
343280882.85,5.36,77.71,22:48:02,
343280884.85,5.44,78.39,22:48:04,
343280886.85,6.24,77.73,22:48:06,
343280888.86,5.53,77.33,22:48:08,
343280890.86,6.24,77.73,22:48:10,
343280892.86,5.36,78.57,22:48:12,
343280894.86,5.36,78.57,22:48:14,
343280896.86,6.24,78.58,22:48:16,
343280898.87,6.34,77.55,22:48:18,
343280900.87,6.34,77.55,22:48:20,
343280902.87,5.36,78.57,22:48:22,
343280904.87,5.44,77.53,22:48:24,
343280906.87,5.36,78.57,22:48:26,
343280908.88,6.34,77.55,22:48:28,
343280910.88,6.24,77.73,22:48:30,
343280912.88,5.36,77.71,22:48:32,
343280914.88,5.36,79.43,22:48:34,
343280916.88,6.24,77.73,22:48:36,
343280918.88,6.24,77.73,22:48:38,
343280920.89,5.53,77.33,22:48:40,
343280922.89,6.24,77.73,22:48:42,
343280924.89,6.34,78.41,22:48:44,
343280926.89,6.24,78.58,22:48:46,
343280928.89,5.36,78.57,22:48:48,
343280930.90,5.44,78.39,22:48:50,
343280932.90,6.24,77.73,22:48:52,
343280934.90,6.34,77.55,22:48:54,
343280936.90,6.34,78.41,22:48:56,
343280938.90,6.24,77.73,22:48:58,
343280940.91,6.34,77.55,22:49:00,2011-11-17
343280942.91,5.36,78.57,22:49:02,
343280944.91,6.44,77.35,22:49:04,
343280946.91,5.53,77.33,22:49:06,
343280948.91,6.34,77.55,22:49:08,
343280950.91,5.36,78.57,22:49:10,
343280952.92,5.36,77.71,22:49:12,
343280954.92,5.44,77.53,22:49:14,
343280956.92,5.44,78.39,22:49:16,
343280958.92,6.24,77.73,22:49:18,
343280960.92,6.44,77.35,22:49:20,
343280962.93,6.24,77.73,22:49:22,
343280964.93,6.34,77.55,22:49:24,
343280966.93,5.36,77.71,22:49:26,
343280968.93,6.34,77.55,22:49:28,
343280970.93,5.44,79.26,22:49:30,
343280972.94,6.34,78.41,22:49:32,
343280974.94,5.53,78.21,22:49:34,
343280976.94,5.44,77.53,22:49:36,
343280978.94,6.24,78.58,22:49:38,
343280980.94,5.36,77.71,22:49:40,
343280982.94,5.36,78.57,22:49:42,
343280984.95,6.34,77.55,22:49:44,
343280986.95,6.34,77.55,22:49:46,
343280988.95,5.44,77.53,22:49:48,
343280990.95,5.44,76.67,22:49:50,
343280992.95,7.24,77.57,22:49:52,
343280994.96,6.34,77.55,22:49:54,
343280996.96,5.44,78.39,22:49:56,
343280998.96,6.24,77.73,22:49:58,
343281000.96,6.24,77.73,22:50:00,2011-11-17
343281002.96,4.47,77.70,22:50:02,
343281004.97,6.34,78.41,22:50:04,
343281006.97,6.34,77.55,22:50:06,
343281008.97,6.34,77.55,22:50:08,
343281010.97,5.44,77.53,22:50:10,
343281012.97,6.24,77.73,22:50:12,
343281014.97,6.34,78.41,22:50:14,
343281016.98,5.44,78.39,22:50:16,
343281018.98,6.34,77.55,22:50:18,
343281020.98,5.36,77.71,22:50:20,
343281022.98,6.34,78.41,22:50:22,
